"","Metabolite","CAS","SUPER_PATHWAY","SUB_PATHWAY","COMP_ID","PLATFORM","RI","MASS","PUBCHEM original","KEGG","HMDB","PUBCHEM_valid","PUBCHEM","PUBCHEM_Correction_Source"
"745","phenylalanylarginine","1238-09-1","Peptide","Dipeptide","41487","LC/MS Pos","1553","322.2","10268029",NA,NA,TRUE,"10268029","None"
"746","phenylalanylaspartate","22828-05-3","Peptide","Dipeptide","41419","LC/MS Pos","1901","281.10000000000002","335051",NA,NA,FALSE,"6992643","RaMP-DB"
"747","phenylalanylglutamate","3617-45-6","Peptide","Dipeptide","41432","LC/MS Pos","2005","295.2","4422358",NA,NA,FALSE,"151134","RaMP-DB"
"748","phenylalanylglycine","721-90-4","Peptide","Dipeptide","41370","LC/MS Neg","2460.8000000000002","221.1","98207",NA,NA,TRUE,"98207","None"
"749","phenylalanylleucine","3303-55-7","Peptide","Dipeptide","40192","LC/MS Pos","3252","279.2","4078229",NA,NA,TRUE,"4078229","None"
"750","phenylalanylmethionine","15080-84-9","Peptide","Dipeptide","41436","LC/MS Pos","2772","297.2",NA,NA,NA,FALSE,NA,"NA"
"751","phenylalanylphenylalanine","2577-40-4","Peptide","Dipeptide","38150","LC/MS Pos","3317","313.2",NA,NA,NA,FALSE,NA,"NA"
"752","phenylalanylproline","7669-65-0","Peptide","Dipeptide","41392","LC/MS Neg","3170","261.2","4069131",NA,NA,FALSE,"7020641","RaMP-DB"
"753","phenylalanylserine","16053-39-7","Peptide","Dipeptide","40016","LC/MS Pos","1808","253.1","9859812",NA,NA,FALSE,"193508","RaMP-DB"
"754","phenylalanyltryptophan","24587-41-5","Peptide","Dipeptide","41377","LC/MS Pos","3349","352.2",NA,NA,NA,FALSE,NA,"NA"
"755","phenylalanyltyrosine","17355-18-9","Peptide","Dipeptide","41527","LC/MS Pos","2630","329.2",NA,NA,NA,FALSE,NA,"NA"
"756","phenylalanylvaline","3918-90-9","Peptide","Dipeptide","41393","LC/MS Pos","2570","265.10000000000002","4096934",NA,NA,FALSE,"7359121","RaMP-DB"
"757","phosphate","7664-38-2","Energy","Oxidative phosphorylation","11438","GC/MS","1307.7","298.89999999999998","1061","C00009","HMDB01429",TRUE,"1061","None"
"758","phosphoenolpyruvate (PEP)","10526-80-4","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","597","GC/MS","1595.4","369","1005","C00074","HMDB00263",TRUE,"1005","None"
"759","phosphoethanolamine","1071-23-4","Lipid","Glycerolipid metabolism","1600","LC/MS Neg","644","140.1",NA,"C00346","HMDB00224",FALSE,NA,"NA"
"760","phytosphingosine","554-62-1","Lipid","Sphingolipid","1510","LC/MS Pos","5189","318.39999999999998",NA,"C12144","HMDB04610",FALSE,NA,"NA"
"761","pipecolate","4043-87-2","Amino acid","Lysine metabolism","1444","LC/MS Pos","1120","130.1","849","C00408","HMDB00070",TRUE,"849","None"
"762","piperine","94-62-2","Xenobiotics","Food component/Plant","33935","LC/MS Pos","5136","286.2","638024","C03882",NA,TRUE,"638024","None"
"763","pivaloylcarnitine",NA,"Xenobiotics","Drug","35432","LC/MS Pos","2370","246.2","126894",NA,NA,TRUE,"126894","None"
"764","pregnanediol-3-glucuronide","1852-49-9","Lipid","Sterol/Steroid","40708","LC/MS Neg","5136.8999999999996","495.4","123796",NA,NA,TRUE,"123796","None"
"765","pregnen-diol disulfate*",NA,"Lipid","Sterol/Steroid","32562","LC/MS Neg","3886","238.3",NA,"C05484","HMDB04025",FALSE,NA,"NA"
"766","pro-hydroxy-pro","18684-24-7","Peptide","Dipeptide","35127","LC/MS Pos","960","229.2","11673055",NA,"HMDB06695",FALSE,"11902892","RaMP-DB"
"767","proline","147-85-3","Amino acid","Urea cycle; arginine-, proline-, metabolism","1898","LC/MS Pos","796","116.1",NA,"C00148","HMDB00162",FALSE,NA,"NA"
"768","prolylglycine","2578-57-6","Peptide","Dipeptide","40703","LC/MS Pos","875","173.1",NA,NA,NA,FALSE,NA,"NA"
"769","prolylmethionine","52899-08-8",NA,NA,"41386","LC/MS Pos","1736.8","247.1",NA,NA,NA,FALSE,NA,"NA"
"770","propionylcarnitine","17298-37-2","Lipid","Fatty acid metabolism (also BCAA metabolism)","32452","LC/MS Pos","1589","218.2","107738","C03017","HMDB00824",TRUE,"107738","None"
"771","prostaglandin A2","13345-50-1","Lipid","Eicosanoid","19761","LC/MS Neg","4875","333.3","5280880","C05953","HMDB02752",TRUE,"5280880","None"
"772","prostaglandin E2","363-24-6","Lipid","Eicosanoid","7746","LC/MS Neg","4562","351.3","5280360","C00584","HMDB01220",TRUE,"5280360","None"
"773","pseudouridine","1445-07-4","Nucleotide","Pyrimidine metabolism, uracil containing","33442","LC/MS Neg","1104","243.1",NA,"C02067","HMDB00767",FALSE,NA,"NA"
"774","putrescine","110-60-1","Amino acid","Polyamine metabolism","1408","GC/MS","1705.8","174",NA,"C00134","HMDB01414",FALSE,NA,"NA"
"775","pyridoxal","65-22-5","Cofactors and vitamins","Pyridoxal metabolism","1651","LC/MS Pos","1210","168.1","1050","C00250","HMDB01545",TRUE,"1050","None"
"776","pyridoxate","82-82-6","Cofactors and vitamins","Vitamin B6 metabolism","31555","LC/MS Neg","2210","182.1","6723","C00847","HMDB00017",TRUE,"6723","None"
"777","pyroglutamine*",NA,"Amino acid","Glutamate metabolism","32672","LC/MS Pos","764","129.19999999999999","134508",NA,NA,TRUE,"134508","None"
"778","pyrophosphate (PPi)","1466-09-3","Energy","Oxidative phosphorylation","2078","GC/MS","1642.3","451","644102","C00013","HMDB00250",TRUE,"644102","None"
"779","quebrachitol","642-38-6","Xenobiotics","Food component/Plant","37088","GC/MS","1797","217",NA,NA,NA,FALSE,NA,"NA"
"780","quinate","77-95-2","Xenobiotics","Food component/Plant","18335","GC/MS","1793","345.1",NA,"C00296","HMDB03072",FALSE,NA,"NA"
"781","quinidine","56-54-2","Xenobiotics","Drug","39766","LC/MS Pos","2712.6","325.3","3036746",NA,NA,FALSE,"441074","RaMP-DB"
"782","quinolinate","89-00-9","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","1899","GC/MS","1697.7","296.10000000000002","1066","C03722","HMDB00232",TRUE,"1066","None"
"783","ranitidine","66357-59-3","Xenobiotics","Drug","38595","LC/MS Pos","1967","315.10000000000002","3001055","D00422","HMDB01930",TRUE,"3001055","None"
"784","ribitol","488-81-3","Carbohydrate","Nucleotide sugars, pentose metabolism","15772","GC/MS","1692.4","217",NA,"C00474","HMDB00508",FALSE,NA,"NA"
"785","riboflavin (Vitamin B2)","83-88-5","Cofactors and vitamins","Riboflavin metabolism","1827","LC/MS Pos","3111","377.2","493570","C00255","HMDB00244",TRUE,"493570","None"
"786","ribose","50-69-1","Carbohydrate","Nucleotide sugars, pentose metabolism","12080","GC/MS","1639.2","204","5311110","C00121","HMDB00283",FALSE,"5779","RaMP-DB"
"787","ribulose","488-84-6","Carbohydrate","Nucleotide sugars, pentose metabolism","35855","GC/MS","1662","306.10000000000002","79021","C00309","HMDB00621,HMDB03371",FALSE,"12358756","RaMP-DB"
"788","saccharopine","997-68-2","Amino acid","Lysine metabolism","1495","GC/MS","2082.1","357.2","160556","C00449","HMDB00279",TRUE,"160556","None"
"789","salicylate","69-72-7","Xenobiotics","Drug","1515","LC/MS Neg","2226","137.1","338","C00805","HMDB01895",TRUE,"338","None"
"790","sarcosine (N-Methylglycine)","107-97-1","Amino acid","Glycine, serine and threonine metabolism","1516","GC/MS","1182.9000000000001","116",NA,"C00213","HMDB00271",FALSE,NA,"NA"
"791","scyllo-inositol","488-59-5","Lipid","Inositol metabolism","32379","GC/MS","1893.8","318.2",NA,"C06153","HMDB06088",FALSE,NA,"NA"
"792","sedoheptulose-7-phosphate","2646-35-7","Carbohydrate","Nucleotide sugars, pentose metabolism","35649","GC/MS","2070","691.35","616","C05382","HMDB01068",TRUE,"616","None"
"793","serine","56-45-1","Amino acid","Glycine, serine and threonine metabolism","1648","GC/MS","1389.1","204",NA,"C00065","HMDB03406",FALSE,NA,"NA"
"794","serylisoleucine*",NA,"Peptide","Dipeptide","40193","LC/MS Pos","2021","219.2",NA,NA,NA,FALSE,NA,"NA"
"795","serylleucine","6665-16-3","Peptide","Dipeptide","40066","LC/MS Pos","2106","219.2",NA,NA,NA,FALSE,NA,"NA"
"796","serylphenyalanine",NA,"Peptide","Dipeptide","40054","LC/MS Pos","2348","253.2",NA,NA,NA,FALSE,NA,"NA"
"797","serylvaline","51782-06-0","Peptide","Dipeptide","42058","LC/MS Pos","1501","205.1",NA,NA,NA,FALSE,NA,"NA"
"798","sorbitol","6706-59-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15053","GC/MS","1843","319.10000000000002","107428","C00794","HMDB00247",FALSE,"5780","RaMP-DB"
"799","sorbitol 6-phosphate","108392-12-7","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15699","LC/MS Neg","613","261.10000000000002",NA,"C01096","HMDB05831",FALSE,NA,"NA"
"800","spermidine","124-20-9","Amino acid","Polyamine metabolism","485","LC/MS Pos","533","146.19999999999999","1102","C00315","HMDB01257",TRUE,"1102","None"
"801","spermine","71-44-3","Amino acid","Polyamine metabolism","603","LC/MS Pos","506","203.2","1103","C00750","HMDB01256",TRUE,"1103","None"
"802","sphinganine","3102-56-5","Lipid","Sphingolipid","17769","LC/MS Pos","5175","302.3","3126","C00836","HMDB00269",FALSE,"91486; 46878428","RaMP-DB"
"803","sphingosine","123-78-4","Lipid","Sphingolipid","17747","LC/MS Pos","5197","300.2","5353955","C00319","HMDB00252",FALSE,"5280335; 46878424","RaMP-DB"
"804","squalene","111-02-4","Lipid","Sterol/Steroid","1518","GC/MS","2205","69","638072","C00751","HMDB00256",TRUE,"638072","None"
"805","stachydrine","4136-37-2","Xenobiotics","Food component/Plant","34384","LC/MS Pos","860","144.1","115244","C10172","HMDB04827",TRUE,"115244","None"
"806","stearate (18:0)","57-11-4","Lipid","Long chain fatty acid","1358","LC/MS Neg","5886","283.39999999999998","5281","C01530","HMDB00827",TRUE,"5281","None"
"807","stearidonate (18:4n3)","111174-40-4","Lipid","Long chain fatty acid","33969","LC/MS Neg","5381","275.3","5312508","C16300","HMDB06547",TRUE,"5312508","None"
"808","stearoylcarnitine","18822-91-8","Lipid","Carnitine metabolism","34409","LC/MS Pos","5300","428.4",NA,NA,"HMDB00848",FALSE,NA,"NA"
"809","streptomycin","3810-74-0","Xenobiotics","Drug","39872","LC/MS Pos","543.29999999999995","300.8","5999",NA,NA,FALSE,"19648","Manual"
"810","succinate","110-15-6","Energy","Krebs cycle","1437","GC/MS","1348","247","1110","C00042","HMDB00254",TRUE,"1110","None"
"811","succinylcarnitine",NA,"Energy","Krebs cycle","37058","LC/MS Pos","1401","262.10000000000002",NA,NA,NA,FALSE,NA,"NA"
"812","tartarate","87-69-4; 6106-24-7","Xenobiotics","Food component/Plant","15336","GC/MS","1626.1","292.10000000000002","875","C00898","HMDB00956",TRUE,"875","None"
"813","taurine","107-35-7","Amino acid","Cysteine, methionine, SAM, taurine metabolism","2125","GC/MS","1616.4","254.1",NA,"C00245","HMDB00251",FALSE,NA,"NA"
"814","testosterone",NA,"Lipid","Sterol/Steroid","19464","LC/MS Pos","5119","289.2","6013","C00535","HMDB00234",TRUE,"6013","None"
"815","theobromine","83-67-0","Xenobiotics","Xanthine metabolism","18392","LC/MS Pos","2136","181.1","5429","C07480","HMDB02825",TRUE,"5429","None"
"816","threitol","2418-52-2","Carbohydrate","Nucleotide sugars, pentose metabolism","35854","GC/MS","1513","217.1","169019","C16884","HMDB04136",TRUE,"169019","None"
"817","threonate","70753-61-6","Cofactors and vitamins","Ascorbate and aldarate metabolism","27738","GC/MS","1560.7","292.10000000000002","151152","C01620","HMDB00943",FALSE,"5460407; 439535; 21145021","RaMP-DB"
"818","threonine","72-19-5","Amino acid","Glycine, serine and threonine metabolism","1284","GC/MS","1412.3","218.1",NA,"C00188","HMDB00167",FALSE,NA,"NA"
"819","threonylglutamate","54532-73-9","Peptide","Dipeptide","42067","LC/MS Pos","819","249.2",NA,NA,NA,FALSE,NA,"NA"
"820","threonylleucine","50299-12-2","Peptide","Dipeptide","40051","LC/MS Pos","2204","233.2","4420322",NA,NA,FALSE,"7021827","RaMP-DB"
"821","threonylmethionine","90729-28-5","Peptide","Dipeptide","42068","LC/MS Pos","1641","251.1",NA,NA,NA,FALSE,NA,"NA"
"822","threonylphenylalanine",NA,"Peptide","Dipeptide","31530","LC/MS Pos","2500","267.2",NA,NA,NA,FALSE,NA,"NA"
"823","threonylvaline","99032-17-4","Peptide","Dipeptide","42011","LC/MS Pos","1574.5","219.2",NA,NA,NA,FALSE,NA,"NA"
"824","thymidine","50-89-5","Nucleotide","Pyrimidine metabolism, thymine containing","39539","LC/MS Neg","1935","284.8","5789","C00214","HMDB00273",TRUE,"5789","None"
"825","thymine","65-71-4","Nucleotide","Pyrimidine metabolism, thymine containing","604","GC/MS","1429.1","255","1135","C00178","HMDB00262",TRUE,"1135","None"
"826","trans-4-hydroxyproline","51-35-4","Amino acid","Urea cycle; arginine-, proline-, metabolism","1366","GC/MS","1537","140",NA,"C01157","HMDB00725",FALSE,NA,"NA"
"827","trans-urocanate","104-98-3","Amino acid","Histidine metabolism","607","LC/MS Pos","1119","139.1","736715","C00785","HMDB00301",TRUE,"736715","None"
"828","triethyleneglycol","112-27-6","Xenobiotics","Chemical","27743","LC/MS Pos","1824","168.1",NA,NA,NA,FALSE,NA,"NA"
"829","trigonelline (N'-methylnicotinate)","6138-41-6","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","32401","LC/MS Pos","757","138.1","5570",NA,"HMDB00875",TRUE,"5570","None"
"830","tryptophan","73-22-3","Amino acid","Tryptophan metabolism","54","LC/MS Pos","2445","205.1",NA,"C00078","HMDB00929",FALSE,NA,"NA"
"831","tryptophan betaine","20671-76-5","Amino acid","Tryptophan metabolism","37097","LC/MS Pos","2464","247.1","442106","C09213",NA,TRUE,"442106","None"
"832","tryptophylasparagine","175027-11-9","Peptide","Dipeptide","40661","LC/MS Pos","1963","319.2",NA,NA,NA,FALSE,NA,"NA"
"833","tryptophylglutamate","36099-95-3","Peptide","Dipeptide","41401","LC/MS Pos","2246","334.2","3634442",NA,NA,TRUE,"3634442","None"
"834","tryptophylleucine","13123-35-8","Peptide","Dipeptide","40080","LC/MS Pos","3369","318.2","323786",NA,NA,TRUE,"323786","None"
"835","tyrosine","60-18-4","Amino acid","Phenylalanine & tyrosine metabolism","1299","LC/MS Pos","1516","182.1",NA,"C00082","HMDB00158",FALSE,NA,"NA"
"836","tyrosylalanine","730-08-5","Peptide","Dipeptide","40018","LC/MS Pos","1589.5","253.2",NA,NA,NA,FALSE,NA,"NA"
"837","tyrosylglutamine","28252-40-6","Peptide","Dipeptide","41459","LC/MS Pos","1437","310.2",NA,NA,NA,FALSE,NA,"NA"
"838","tyrosylglycine","673-05-5","Peptide","Dipeptide","41375","LC/MS Pos","1596.8","239.1","259323",NA,NA,TRUE,"259323","None"
"839","tyrosylhistidine","3788-44-1","Peptide","Dipeptide","41464","LC/MS Pos","903","319.2",NA,NA,NA,FALSE,NA,"NA"
"840","tyrosylleucine","17355-10-1","Peptide","Dipeptide","40031","LC/MS Pos","2656","295.2",NA,NA,NA,FALSE,NA,"NA"
"841","tyrosyllysine","54925-88-1","Peptide","Dipeptide","40656","LC/MS Pos","949.1","310.2",NA,NA,NA,FALSE,NA,"NA"
"842","tyrosylphenylalanine","17355-11-2","Peptide","Dipeptide","41492","LC/MS Pos","2890","329.2","3421919",NA,NA,TRUE,"3421919","None"
"843","tyrosyltyrosine","1050-28-8","Peptide","Dipeptide","40667","LC/MS Pos","2177","345.2","5057430",NA,NA,FALSE,"70590; 5057430","Manual"
"844","tyrosylvaline","17355-09-8","Peptide","Dipeptide","41424","LC/MS Pos","2041","281.2",NA,NA,NA,FALSE,NA,"NA"
"845","undecanedioate","1852-04-6","Lipid","Fatty acid, dicarboxylate","35671","LC/MS Neg","2376","215.1","15816",NA,"HMDB00888",TRUE,"15816","None"
"846","uracil","66-22-8","Nucleotide","Pyrimidine metabolism, uracil containing","605","GC/MS","1370.4","241","1174","C00106","HMDB00300",TRUE,"1174","None"
"847","urate","69-93-2; 120K5305","Nucleotide","Purine metabolism, urate metabolism","1604","LC/MS Neg","769","167.1",NA,"C00366","HMDB00289",FALSE,NA,"NA"
"848","urea","57-13-6","Amino acid","Urea cycle; arginine-, proline-, metabolism","1670","GC/MS","1223.9000000000001","171",NA,"C00086","HMDB00294",FALSE,NA,"NA"
"849","uridine","58-96-8","Nucleotide","Pyrimidine metabolism, uracil containing","606","LC/MS Neg","1430","243.1","6029","C00299","HMDB00296",TRUE,"6029","None"
"850","uridine monophosphate (5' or 3')",NA,"Nucleotide","Pyrimidine metabolism, uracil containing","39879","LC/MS Pos","1079","325",NA,NA,NA,FALSE,NA,"NA"
"851","valerylcarnitine",NA,"Lipid","Fatty acid metabolism","34406","LC/MS Pos","2584","246.2","6426903",NA,"HMDB13128",FALSE,"6426903","NA"
"852","valine","72-18-4","Amino acid","Valine, leucine and isoleucine metabolism","1649","LC/MS Pos","1040","118.1",NA,"C00183","HMDB00883",FALSE,NA,"NA"
"853","valylalanine","27493-61-4","Peptide","Dipeptide","41518","LC/MS Pos","1278.5999999999999","189.1","334517",NA,NA,FALSE,"6992637","RaMP-DB"
"854","valylarginine","37682-75-0","Peptide","Dipeptide","42072","LC/MS Pos","794.2","274.2","4266827",NA,NA,TRUE,"4266827","None"
"855","valylasparagine","66170-00-1","Peptide","Dipeptide","40727","LC/MS Neg","1334","230.2",NA,"C00252","HMDB02923",FALSE,NA,"NA"
"856","valylaspartate","20556-16-5","Peptide","Dipeptide","40650","LC/MS Pos","1073.3","233.1","9964657",NA,NA,FALSE,"7009608","RaMP-DB"
"857","valylglutamate","3062-07-5","Peptide","Dipeptide","32454","LC/MS Pos","1346","247.1","7009623",NA,NA,TRUE,"7009623","None"
"858","valylglutamine","42854-54-6","Peptide","Dipeptide","42079","LC/MS Pos","1102","246.2","5253209",NA,NA,FALSE,"7016044","RaMP-DB"
"859","valylglycine","686-43-1","Peptide","Dipeptide","40475","LC/MS Pos","1330","175.1","136487",NA,NA,TRUE,"136487","None"
"860","valylhistidine","13589-07-6","Peptide","Dipeptide","40680","LC/MS Neg","1629.1","253.2",NA,NA,NA,FALSE,NA,"NA"
"861","valylisoleucine","20556-14-3","Peptide","Dipeptide","40050","LC/MS Pos","2365","231.2",NA,NA,NA,FALSE,NA,"NA"
"862","valylleucine",NA,"Peptide","Dipeptide","39994","LC/MS Pos","2503.3000000000002","231.2","352039",NA,NA,FALSE,"352039","NA"
"863","valyllysine","22677-62-9","Peptide","Dipeptide","41384","LC/MS Neg","1601.8","244.2","5253210",NA,NA,FALSE,"168058","RaMP-DB"
"864","valylmethionine","14486-09-0","Peptide","Dipeptide","40674","LC/MS Pos","2000","249.1","292427",NA,NA,FALSE,"6993038","RaMP-DB"
"865","valylphenylalanine","3918-92-1","Peptide","Dipeptide","40688","LC/MS Pos","2790","265.2",NA,NA,NA,FALSE,NA,"NA"
"866","valylserine","15388-94-8","Peptide","Dipeptide","40716","LC/MS Neg","1332","203.2","139506",NA,NA,FALSE,"139506","Manual"
"867","valyltryptophan","24587-37-9","Peptide","Dipeptide","40649","LC/MS Pos","2830","304.2","3360287",NA,NA,FALSE,"168182","RaMP-DB"
"868","valyltyrosine","3061-91-4","Peptide","Dipeptide","40697","LC/MS Pos","2000","281.2","4065033",NA,NA,FALSE,"7009554","RaMP-DB"
"869","valylvaline","3918-94-3","Peptide","Dipeptide","40728","LC/MS Pos","1842","217.2",NA,NA,NA,FALSE,NA,"NA"
"870","vanillylmandelate (VMA)","55-10-7","Amino acid","Phenylalanine & tyrosine metabolism","1567","GC/MS","1806.8","297.10000000000002","1245","C05584","HMDB00291",TRUE,"1245","None"
"871","venlafaxine","93413-69-5","Xenobiotics","Drug","38623","LC/MS Pos","3700","278.2","5656","C07187","HMDB05016",FALSE,"5656","Manual"
"872","xanthine","69-89-6","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing","3147","LC/MS Pos","1430","153.1","1188","C00385","HMDB00292",TRUE,"1188","None"
"873","xanthosine","146-80-5","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing","15136","LC/MS Pos","1785","285","64959","C01762","HMDB00299",TRUE,"64959","None"
"874","xylitol","87-99-0","Carbohydrate","Nucleotide sugars, pentose metabolism","41319","GC/MS","1677.6","217","6912","C00379","HMDB00568",TRUE,"6912","None"
"875","xylonate","73686-31-7","Carbohydrate","Nucleotide sugars, pentose metabolism","35638","GC/MS","1722","292","6602431","C05411",NA,TRUE,"6602431","None"
"876","xylose","609-06-3","Carbohydrate","Nucleotide sugars, pentose metabolism","15835","GC/MS","1723.9","204","95259","C00181","HMDB00098",FALSE,"135191","RaMP-DB"
"877","xylulose","551-84-8","Carbohydrate","Nucleotide sugars, pentose metabolism","18344","GC/MS","1668","306.10000000000002","5289590","C00310","HMDB00654",TRUE,"5289590","None"
